timestamp,temperature,vibration,current,pressure,runtime_hours,failure
2024-01-01 06:20:00,58.57,2.69,12.77,60.26,6.5,0
2024-01-01 06:30:00,66.5,2.226,15.39,63.39,6.67,0
2024-01-01 06:40:00,68.71,2.197,11.65,67.2,6.83,0
2024-01-01 06:50:00,64.04,1.35,12.02,55.51,7.0,0
2024-01-01 07:00:00,65.12,1.947,11.47,54.82,7.17,0
2024-01-01 07:10:00,61.77,1.533,12.74,59.87,7.33,0
2024-01-01 07:20:00,56.07,2.477,11.03,67.97,7.5,0
2024-01-01 07:30:00,60.65,2.549,12.1,64.24,7.67,0
2024-01-01 07:40:00,63.96,1.007,12.41,62.34,7.83,0
2024-01-01 07:50:00,68.68,2.219,11.86,63.6,8.0,0
2024-01-01 08:00:00,67.38,2.507,12.69,69.92,8.17,0
2024-01-01 08:10:00,52.44,1.998,12.7,66.48,8.33,0
2024-01-01 08:20:00,67.49,2.26,9.69,61.26,8.5,0
2024-01-01 08:30:00,64.75,2.172,12.77,69.06,8.67,0
2024-01-01 08:40:00,62.64,2.21,11.13,58.46,8.83,0
2024-01-01 08:50:00,68.1,2.093,10.28,66.81,9.0,0
2024-01-01 09:00:00,69.23,1.424,10.83,64.59,9.17,0
2024-01-01 09:10:00,68.37,1.684,12.65,61.82,9.33,0
2024-01-01 09:20:00,59.66,2.262,11.48,59.14,9.5,0
2024-01-01 09:30:00,62.68,2.171,9.15,52.62,9.67,0
2024-01-01 09:40:00,68.19,1.821,12.62,73.18,9.83,0
2024-01-01 09:50:00,69.83,1.845,9.81,58.75,10.0,0
2024-01-01 10:00:00,63.91,1.693,12.19,73.62,10.17,0
2024-01-01 10:10:00,68.77,2.375,12.52,64.68,10.33,0
2024-01-01 10:20:00,62.08,1.841,13.27,65.87,10.5,0
2024-01-01 10:30:00,59.13,1.53,14.46,68.32,10.67,0
2024-01-01 10:40:00,68.36,2.164,9.87,66.49,10.83,0
2024-01-01 10:50:00,73.17,2.108,11.9,64.28,11.0,0
2024-01-01 11:00:00,66.03,2.22,11.46,69.85,11.17,0
2024-01-01 11:10:00,70.97,2.683,12.21,73.75,11.33,0
2024-01-01 11:20:00,69.17,1.885,11.91,64.69,11.5,0
2024-01-01 11:30:00,60.51,1.999,10.93,60.61,11.67,0
2024-01-01 11:40:00,67.39,1.564,11.43,56.21,11.83,0
2024-01-01 11:50:00,72.79,1.859,10.5,69.32,12.0,0
2024-01-01 12:00:00,66.0,2.398,13.27,68.61,12.17,0
2024-01-01 12:10:00,72.29,1.371,12.88,72.85,12.33,0
2024-01-01 12:20:00,52.62,2.153,13.31,64.8,12.5,0
2024-01-01 12:30:00,66.59,2.062,11.54,62.43,12.67,0
2024-01-01 12:40:00,65.57,1.991,10.67,58.22,12.83,0
2024-01-01 12:50:00,66.24,2.367,10.8,72.94,13.0,0
2024-01-01 13:00:00,64.85,2.048,13.06,58.13,13.17,0
2024-01-01 13:10:00,55.08,2.583,10.59,66.22,13.33,0
2024-01-01 13:20:00,65.68,1.639,14.59,67.22,13.5,0
2024-01-01 13:30:00,67.67,2.107,10.12,61.95,13.67,0
2024-01-01 13:40:00,70.0,2.067,12.23,63.71,13.83,0
2024-01-01 13:50:00,62.38,1.583,14.0,63.95,14.0,0
2024-01-01 14:00:00,61.72,2.226,13.16,53.34,14.17,0
2024-01-01 14:10:00,64.73,3.077,12.02,63.9,14.33,0
2024-01-01 14:20:00,71.54,1.871,10.34,53.18,14.5,0
2024-01-01 14:30:00,66.74,2.285,9.32,70.9,14.67,0
2024-01-01 14:40:00,63.5,2.19,13.53,63.43,14.83,0
2024-01-01 14:50:00,67.65,1.867,14.77,53.32,15.0,0
2024-01-01 15:00:00,64.93,1.385,11.62,62.61,15.17,0
2024-01-01 15:10:00,71.69,1.759,10.59,62.83,15.33,0
2024-01-01 15:20:00,63.24,1.387,7.97,71.64,15.5,0
2024-01-01 15:30:00,63.97,2.576,10.51,67.42,15.67,0
2024-01-01 15:40:00,62.27,1.992,12.11,61.92,15.83,0
2024-01-01 15:50:00,57.85,1.829,14.16,69.22,16.0,0
2024-01-01 16:00:00,66.75,2.34,12.95,62.59,16.17,0
2024-01-01 16:10:00,67.9,1.656,12.03,68.94,16.33,0
2024-01-01 16:20:00,64.78,1.711,11.37,70.06,16.5,0
2024-01-01 16:30:00,64.09,1.988,11.13,57.64,16.67,0
2024-01-01 16:40:00,58.42,2.747,14.32,70.61,16.83,0
2024-01-01 16:50:00,62.72,2.204,11.86,53.67,17.0,0
2024-01-01 17:00:00,63.9,2.215,8.41,70.44,17.17,0
2024-01-01 17:10:00,61.38,2.139,11.42,55.17,17.33,0
2024-01-01 17:20:00,63.2,2.157,11.1,68.73,17.5,0
2024-01-01 17:30:00,66.42,2.05,11.05,72.65,17.67,0
2024-01-01 17:40:00,72.55,1.464,13.37,65.16,17.83,0
2024-01-01 17:50:00,65.0,2.082,11.95,64.57,18.0,0
2024-01-01 18:00:00,68.67,1.614,12.29,64.61,18.17,0
2024-01-01 18:10:00,77.35,4.628,18.14,75.52,18.33,0
2024-01-01 18:20:00,64.65,3.189,14.42,85.03,18.5,0
2024-01-01 18:30:00,74.52,5.671,17.24,81.2,18.67,0
2024-01-01 18:40:00,91.64,8.565,25.81,95.96,18.83,1
2024-01-01 18:50:00,78.65,1.443,12.15,60.2,19.0,0
2024-01-01 19:00:00,64.67,1.967,11.62,59.68,19.17,0
2024-01-01 19:10:00,67.78,2.132,11.77,61.67,19.33,0
2024-01-01 19:20:00,64.61,2.651,12.7,62.83,19.5,0
2024-01-01 19:30:00,74.3,3.488,15.29,69.3,19.67,0
2024-01-01 19:40:00,79.08,2.503,15.25,76.78,19.83,0
2024-01-01 19:50:00,86.8,7.643,17.25,95.6,20.0,0
2024-01-01 20:00:00,116.27,8.163,31.62,102.92,20.17,1
2024-01-01 20:10:00,87.07,7.423,20.16,90.62,20.33,0
2024-01-01 20:20:00,108.87,7.569,27.44,109.38,20.5,1
2024-01-01 20:30:00,62.03,4.889,12.1,74.38,20.67,0
2024-01-01 20:40:00,97.42,7.931,25.0,84.92,20.83,1
2024-01-01 20:50:00,79.88,1.702,11.41,61.16,21.0,0
2024-01-01 21:00:00,71.09,3.361,17.62,79.7,21.17,0
2024-01-01 21:10:00,79.18,3.505,12.1,74.98,21.33,0
2024-01-01 21:20:00,80.09,3.612,14.87,71.79,21.5,0
2024-01-01 21:30:00,103.19,8.66,22.35,77.63,21.67,1
2024-01-01 21:40:00,56.63,2.194,12.99,63.76,21.83,0
2024-01-01 21:50:00,66.57,2.411,10.72,61.95,22.0,0
2024-01-01 22:00:00,61.54,2.21,10.55,60.06,22.17,0
2024-01-01 22:10:00,69.92,2.209,11.92,63.84,22.33,0
2024-01-01 22:20:00,61.13,1.504,10.81,67.35,22.5,0
2024-01-01 22:30:00,77.38,4.765,16.31,84.51,22.67,0
2024-01-01 22:40:00,73.19,5.236,13.5,74.85,22.83,0
2024-01-01 22:50:00,82.38,6.264,17.52,91.05,23.0,0
2024-01-01 23:00:00,111.45,9.51,30.17,117.54,23.17,1
2024-01-01 23:10:00,73.08,5.498,14.79,88.95,23.33,0
2024-01-01 23:20:00,111.01,10.057,25.89,99.32,23.5,1
2024-01-01 23:30:00,115.88,11.677,28.04,111.31,23.67,1
2024-01-01 23:40:00,74.91,7.103,18.86,70.28,23.83,0
2024-01-01 23:50:00,95.43,5.108,16.35,86.31,24.0,0
2024-01-02 00:00:00,103.22,7.65,25.77,97.76,24.17,1
2024-01-02 00:10:00,115.69,6.744,22.19,91.02,24.33,1
2024-01-02 00:20:00,58.38,1.999,10.35,59.54,24.5,0
2024-01-02 00:30:00,73.31,3.87,15.23,74.3,24.67,0
2024-01-02 00:40:00,75.39,5.017,13.09,84.43,24.83,0
2024-01-02 00:50:00,79.43,5.072,13.25,79.74,25.0,0
2024-01-02 01:00:00,108.69,7.002,23.14,87.82,25.17,1
2024-01-02 01:10:00,67.6,1.742,10.68,65.91,25.33,0
2024-01-02 01:20:00,63.2,2.268,11.44,58.41,25.5,0
2024-01-02 01:30:00,66.21,1.799,9.93,69.73,25.67,0
2024-01-02 01:40:00,69.07,1.519,11.93,59.47,25.83,0
2024-01-02 01:50:00,62.6,2.019,13.4,64.91,26.0,0
2024-01-02 02:00:00,71.95,2.308,9.99,62.54,26.17,0
2024-01-02 02:10:00,71.74,4.257,16.29,79.15,26.33,0
2024-01-02 02:20:00,72.21,3.074,15.96,68.1,26.5,0
2024-01-02 02:30:00,90.31,4.958,20.18,77.87,26.67,0
2024-01-02 02:40:00,128.12,12.09,30.82,99.82,26.83,1
2024-01-02 02:50:00,81.79,3.927,18.87,75.13,27.0,0
2024-01-02 03:00:00,112.8,10.348,32.0,90.21,27.17,1
2024-01-02 03:10:00,92.01,9.682,25.05,114.73,27.33,1
2024-01-02 03:20:00,70.09,2.344,8.36,65.79,27.5,0
2024-01-02 03:30:00,68.69,2.398,12.53,60.83,27.67,0
2024-01-02 03:40:00,67.86,1.839,14.78,61.13,27.83,0
2024-01-02 03:50:00,83.35,4.534,14.41,73.18,28.0,0
2024-01-02 04:00:00,76.27,3.885,13.35,76.12,28.17,0
2024-01-02 04:10:00,68.83,3.972,13.3,63.36,28.33,0
2024-01-02 04:20:00,87.05,6.971,24.12,92.65,28.5,1
2024-01-02 04:30:00,60.99,1.604,13.36,71.38,28.67,0
2024-01-02 04:40:00,63.82,1.967,13.12,63.18,28.83,0
2024-01-02 04:50:00,66.26,1.477,12.14,66.0,29.0,0
2024-01-02 05:00:00,68.32,2.344,10.86,79.64,29.17,0
2024-01-02 05:10:00,69.33,2.784,12.25,68.29,29.33,0
2024-01-02 05:20:00,63.84,1.475,12.42,70.81,29.5,0
2024-01-02 05:30:00,71.36,1.489,12.85,66.46,29.67,0
2024-01-02 05:40:00,63.32,2.105,15.12,63.35,29.83,0
2024-01-02 05:50:00,80.3,1.991,14.0,73.33,30.0,0
2024-01-02 06:00:00,67.77,2.106,10.42,64.77,30.17,0
2024-01-02 06:10:00,71.87,3.984,14.69,59.73,30.33,0
2024-01-02 06:20:00,66.46,4.01,18.1,73.37,30.5,0
2024-01-02 06:30:00,73.32,4.519,17.76,67.83,30.67,0
2024-01-02 06:40:00,104.98,7.357,23.39,99.24,30.83,1
2024-01-02 06:50:00,67.58,1.261,16.4,63.62,31.0,0
2024-01-02 07:00:00,66.6,1.924,10.33,71.4,31.17,0
2024-01-02 07:10:00,64.27,2.2,9.61,70.13,31.33,0
2024-01-02 07:20:00,63.43,1.618,12.27,66.3,31.5,0
2024-01-02 07:30:00,71.03,4.315,18.13,74.8,31.67,0
2024-01-02 07:40:00,67.96,2.899,13.53,70.03,31.83,0
2024-01-02 07:50:00,87.13,5.841,19.12,70.98,32.0,0
2024-01-02 08:00:00,104.7,11.251,29.86,109.22,32.17,1
2024-01-02 08:10:00,68.58,4.062,14.96,83.43,32.33,0
2024-01-02 08:20:00,96.51,6.539,22.19,91.75,32.5,1
2024-01-02 08:30:00,67.93,1.882,12.91,64.87,32.67,0
2024-01-02 08:40:00,70.46,4.72,14.8,80.0,32.83,0
2024-01-02 08:50:00,78.32,3.111,17.21,76.07,33.0,0
2024-01-02 09:00:00,74.01,2.851,17.17,85.72,33.17,0
2024-01-02 09:10:00,92.09,9.418,26.93,100.56,33.33,1
2024-01-02 09:20:00,68.2,1.962,12.54,75.36,33.5,0
2024-01-02 09:30:00,67.75,1.936,13.04,69.26,33.67,0
2024-01-02 09:40:00,73.22,2.14,12.62,56.51,33.83,0
2024-01-02 09:50:00,67.73,2.333,12.45,65.78,34.0,0
2024-01-02 10:00:00,57.2,3.165,11.69,68.79,34.17,0
2024-01-02 10:10:00,61.3,2.589,14.66,70.55,34.33,0
2024-01-02 10:20:00,82.86,4.979,18.14,82.31,34.5,0
2024-01-02 10:30:00,77.02,3.599,12.72,80.24,34.67,0
2024-01-02 10:40:00,73.32,3.063,14.71,92.46,34.83,0
2024-01-02 10:50:00,118.94,7.779,22.75,95.4,35.0,1
2024-01-02 11:00:00,80.16,3.44,13.62,89.77,35.17,0
2024-01-02 11:10:00,85.76,3.145,14.48,72.97,35.33,0
2024-01-02 11:20:00,82.3,4.994,16.09,77.36,35.5,0
2024-01-02 11:30:00,110.3,7.301,23.01,94.99,35.67,1
2024-01-02 11:40:00,61.2,2.04,8.7,69.2,35.83,0
2024-01-02 11:50:00,69.61,2.259,11.35,71.03,36.0,0
2024-01-02 12:00:00,62.34,2.289,13.22,65.94,36.17,0
2024-01-02 12:10:00,62.66,1.996,8.12,63.58,36.33,0
2024-01-02 12:20:00,62.47,1.833,13.7,63.61,36.5,0
2024-01-02 12:30:00,77.46,2.788,15.45,79.52,36.67,0
2024-01-02 12:40:00,81.51,5.073,17.18,76.55,36.83,0
2024-01-02 12:50:00,63.45,4.041,16.39,82.63,37.0,0
2024-01-02 13:00:00,110.33,11.128,24.89,97.49,37.17,1
2024-01-02 13:10:00,67.29,2.965,15.73,68.01,37.33,0
2024-01-02 13:20:00,66.9,5.052,16.82,77.66,37.5,0
2024-01-02 13:30:00,112.83,8.771,27.87,96.13,37.67,1
2024-01-02 13:40:00,66.73,2.081,10.49,67.41,37.83,0
2024-01-02 13:50:00,59.62,2.133,12.17,66.57,38.0,0
2024-01-02 14:00:00,60.38,2.317,11.74,61.91,38.17,0
2024-01-02 14:10:00,68.17,2.658,11.16,63.72,38.33,0
2024-01-02 14:20:00,73.33,4.767,16.73,68.37,38.5,0
2024-01-02 14:30:00,71.98,3.445,12.83,73.85,38.67,0
2024-01-02 14:40:00,74.63,3.0,13.29,69.77,38.83,0
2024-01-02 14:50:00,93.65,6.435,21.74,91.41,39.0,1
2024-01-02 15:00:00,77.87,2.281,9.86,68.52,39.17,0
2024-01-02 15:10:00,67.24,2.834,12.21,67.32,39.33,0
2024-01-02 15:20:00,57.23,1.762,13.6,72.05,39.5,0
2024-01-02 15:30:00,68.17,2.545,12.51,63.5,39.67,0
2024-01-02 15:40:00,60.72,2.292,9.94,65.22,39.83,0
2024-01-02 15:50:00,70.42,2.411,13.34,79.08,40.0,0
2024-01-02 16:00:00,61.88,2.078,14.9,66.12,40.17,0
2024-01-02 16:10:00,66.36,1.751,10.71,71.98,40.33,0
2024-01-02 16:20:00,66.36,2.333,11.59,68.64,40.5,0
2024-01-02 16:30:00,69.25,2.311,12.48,71.09,40.67,0
2024-01-02 16:40:00,59.61,2.549,14.69,66.73,40.83,0
2024-01-02 16:50:00,66.12,2.064,11.11,58.16,41.0,0
2024-01-02 17:00:00,63.26,1.806,10.36,64.34,41.17,0
2024-01-02 17:10:00,60.82,1.529,13.9,60.82,41.33,0
2024-01-02 17:20:00,74.86,2.572,13.4,66.54,41.5,0
2024-01-02 17:30:00,66.05,2.433,11.71,63.05,41.67,0
2024-01-02 17:40:00,56.72,1.606,11.12,65.09,41.83,0
2024-01-02 17:50:00,69.9,1.799,13.75,64.09,42.0,0
2024-01-02 18:00:00,76.58,2.036,13.33,69.48,42.17,0
2024-01-02 18:10:00,71.01,1.45,10.67,67.21,42.33,0
2024-01-02 18:20:00,58.04,1.743,12.79,60.41,42.5,0
2024-01-02 18:30:00,65.82,1.505,10.32,65.23,42.67,0
2024-01-02 18:40:00,74.23,2.001,13.18,73.62,42.83,0
2024-01-02 18:50:00,60.79,1.796,12.02,69.93,43.0,0
2024-01-02 19:00:00,69.2,1.55,11.12,59.38,43.17,0
2024-01-02 19:10:00,72.84,2.985,11.84,59.52,43.33,0
2024-01-02 19:20:00,77.4,4.505,16.79,69.32,43.5,0
2024-01-02 19:30:00,78.75,4.723,17.78,85.51,43.67,0
2024-01-02 19:40:00,61.25,4.026,16.6,81.61,43.83,0
2024-01-02 19:50:00,85.45,7.565,25.42,92.0,44.0,1
2024-01-02 20:00:00,62.88,2.594,13.65,65.52,44.17,0
2024-01-02 20:10:00,60.14,1.781,12.34,75.3,44.33,0
2024-01-02 20:20:00,74.19,2.603,11.28,69.65,44.5,0
2024-01-02 20:30:00,58.54,1.833,12.08,73.78,44.67,0
2024-01-02 20:40:00,64.76,1.596,12.45,70.5,44.83,0
2024-01-02 20:50:00,75.84,3.904,17.59,68.23,45.0,0
2024-01-02 21:00:00,81.78,5.037,14.58,67.99,45.17,0
2024-01-02 21:10:00,73.84,4.799,15.95,75.68,45.33,0
2024-01-02 21:20:00,97.74,9.228,26.4,91.05,45.5,1
2024-01-02 21:30:00,64.86,2.415,13.29,71.57,45.67,0
2024-01-02 21:40:00,60.82,2.073,11.12,69.21,45.83,0
2024-01-02 21:50:00,68.46,2.521,13.17,50.5,46.0,0
2024-01-02 22:00:00,66.52,1.395,12.27,57.34,46.17,0
2024-01-02 22:10:00,60.22,1.47,12.72,50.88,46.33,0
2024-01-02 22:20:00,80.37,4.279,14.51,70.0,46.5,0
2024-01-02 22:30:00,75.69,4.841,17.89,76.55,46.67,0
2024-01-02 22:40:00,73.47,3.821,16.16,73.79,46.83,0
2024-01-02 22:50:00,100.67,6.735,24.03,87.48,47.0,1
2024-01-02 23:00:00,74.38,2.412,13.77,70.46,47.17,0
2024-01-02 23:10:00,61.23,2.473,12.48,71.75,47.33,0
2024-01-02 23:20:00,84.13,5.107,14.62,73.84,47.5,0
2024-01-02 23:30:00,66.77,5.389,15.55,69.74,47.67,0
2024-01-02 23:40:00,77.98,4.326,14.47,70.82,47.83,0
2024-01-02 23:50:00,115.67,9.271,23.47,101.69,48.0,1
2024-01-03 00:00:00,76.93,4.498,16.37,86.22,48.17,0
2024-01-03 00:10:00,79.32,4.201,15.44,74.38,48.33,0
2024-01-03 00:20:00,71.02,4.97,14.15,75.32,48.5,0
2024-01-03 00:30:00,106.63,8.119,20.72,108.17,48.67,1
2024-01-03 00:40:00,64.68,1.639,11.39,66.69,48.83,0
2024-01-03 00:50:00,68.94,1.747,12.03,65.02,49.0,0
2024-01-03 01:00:00,69.53,2.679,12.24,53.71,49.17,0
2024-01-03 01:10:00,75.31,3.505,14.72,71.05,49.33,0
2024-01-03 01:20:00,79.25,5.158,11.94,75.83,49.5,0
2024-01-03 01:30:00,75.07,5.242,18.44,74.78,49.67,0
2024-01-03 01:40:00,105.1,8.867,28.55,77.1,49.83,1
2024-01-03 01:50:00,70.3,2.166,12.62,63.65,50.0,0
2024-01-03 02:00:00,72.29,4.296,19.63,63.64,50.17,0
2024-01-03 02:10:00,76.52,3.972,13.46,78.71,50.33,0
2024-01-03 02:20:00,81.95,4.446,19.26,72.43,50.5,0
2024-01-03 02:30:00,108.84,6.962,25.59,86.43,50.67,1
2024-01-03 02:40:00,65.72,2.173,12.48,70.05,50.83,0
2024-01-03 02:50:00,64.74,2.447,10.37,61.2,51.0,0
2024-01-03 03:00:00,71.58,2.072,12.42,65.34,51.17,0
2024-01-03 03:10:00,61.66,1.71,13.09,65.09,51.33,0
2024-01-03 03:20:00,71.83,1.743,11.95,46.63,51.5,0
2024-01-03 03:30:00,63.36,1.708,13.58,62.53,51.67,0
2024-01-03 03:40:00,61.18,2.006,12.82,64.54,51.83,0
2024-01-03 03:50:00,70.6,2.786,11.22,64.25,52.0,0
2024-01-03 04:00:00,70.09,1.74,11.58,76.23,52.17,0
2024-01-03 04:10:00,84.57,3.384,16.74,71.83,52.33,0
2024-01-03 04:20:00,79.95,4.605,14.63,79.25,52.5,0
2024-01-03 04:30:00,74.85,3.065,16.56,59.54,52.67,0
2024-01-03 04:40:00,104.66,7.519,27.4,103.99,52.83,1
2024-01-03 04:50:00,69.76,4.935,11.67,74.18,53.0,0
2024-01-03 05:00:00,80.95,4.832,15.86,72.67,53.17,0
2024-01-03 05:10:00,91.02,8.8,24.86,93.77,53.33,1
2024-01-03 05:20:00,77.51,4.771,16.2,81.09,53.5,0
2024-01-03 05:30:00,77.29,2.912,17.05,72.21,53.67,0
2024-01-03 05:40:00,71.27,4.045,17.23,85.96,53.83,0
2024-01-03 05:50:00,114.9,10.178,22.17,103.8,54.0,1
2024-01-03 06:00:00,59.11,2.15,12.35,61.14,54.17,0
2024-01-03 06:10:00,69.38,3.879,11.94,75.14,54.33,0
2024-01-03 06:20:00,82.35,4.758,16.49,70.55,54.5,0
2024-01-03 06:30:00,82.24,4.195,17.54,73.29,54.67,0
2024-01-03 06:40:00,112.94,6.568,23.1,96.61,54.83,1
2024-01-03 06:50:00,72.65,1.585,13.81,71.21,55.0,0
2024-01-03 07:00:00,66.64,1.945,10.85,62.44,55.17,0
2024-01-03 07:10:00,61.99,1.874,10.94,60.18,55.33,0
2024-01-03 07:20:00,76.98,3.662,19.74,86.43,55.5,0
2024-01-03 07:30:00,72.03,5.103,15.39,70.47,55.67,0
2024-01-03 07:40:00,82.18,3.145,15.23,65.69,55.83,0
2024-01-03 07:50:00,93.92,7.503,23.66,99.07,56.0,1
2024-01-03 08:00:00,60.46,1.797,11.06,59.05,56.17,0
2024-01-03 08:10:00,61.38,1.818,14.55,67.22,56.33,0
2024-01-03 08:20:00,67.92,1.94,11.59,60.72,56.5,0
2024-01-03 08:30:00,60.54,2.307,10.32,61.32,56.67,0
2024-01-03 08:40:00,62.85,1.864,11.35,76.31,56.83,0
2024-01-03 08:50:00,69.25,2.29,8.95,62.99,57.0,0
2024-01-03 09:00:00,68.53,1.644,10.97,71.9,57.17,0
2024-01-03 09:10:00,62.47,2.014,10.53,73.25,57.33,0
2024-01-03 09:20:00,65.83,1.949,13.66,62.89,57.5,0
2024-01-03 09:30:00,65.77,2.981,11.17,69.25,57.67,0
2024-01-03 09:40:00,57.05,2.128,13.31,64.63,57.83,0
2024-01-03 09:50:00,75.2,3.261,16.97,83.33,58.0,0
2024-01-03 10:00:00,68.86,3.037,16.66,69.19,58.17,0
2024-01-03 10:10:00,73.99,4.763,14.89,68.59,58.33,0
2024-01-03 10:20:00,106.97,8.116,21.61,94.6,58.5,1
2024-01-03 10:30:00,71.5,2.382,9.97,62.66,58.67,0
2024-01-03 10:40:00,69.26,2.236,12.1,64.74,58.83,0
2024-01-03 10:50:00,64.1,2.7,11.04,65.0,59.0,0
2024-01-03 11:00:00,65.34,1.978,12.88,70.21,59.17,0
2024-01-03 11:10:00,59.7,2.421,16.11,64.84,59.33,0
2024-01-03 11:20:00,73.13,3.767,16.66,77.48,59.5,0
2024-01-03 11:30:00,72.32,4.61,12.9,70.07,59.67,0
2024-01-03 11:40:00,73.89,3.837,16.03,75.66,59.83,0
2024-01-03 11:50:00,106.36,9.293,26.45,92.4,60.0,1
2024-01-03 12:00:00,76.68,4.837,16.28,65.24,60.17,0
2024-01-03 12:10:00,93.52,5.246,17.88,86.56,60.33,0
2024-01-03 12:20:00,117.49,11.697,26.68,102.64,60.5,1
2024-01-03 12:30:00,83.4,2.785,15.34,81.07,60.67,0
2024-01-03 12:40:00,99.51,6.509,19.9,95.46,60.83,1
2024-01-03 12:50:00,63.02,1.494,12.93,61.03,61.0,0
2024-01-03 13:00:00,65.53,2.591,10.95,75.76,61.17,0
2024-01-03 13:10:00,66.08,2.057,13.32,57.31,61.33,0
2024-01-03 13:20:00,75.09,4.048,12.96,70.83,61.5,0
2024-01-03 13:30:00,70.0,4.668,19.79,63.94,61.67,0
2024-01-03 13:40:00,75.9,3.964,15.69,69.41,61.83,0
2024-01-03 13:50:00,96.36,6.32,23.69,97.73,62.0,1
2024-01-03 14:00:00,73.71,1.777,12.01,68.68,62.17,0
2024-01-03 14:10:00,71.81,1.989,11.41,68.75,62.33,0
2024-01-03 14:20:00,77.59,2.183,12.48,54.14,62.5,0
2024-01-03 14:30:00,60.63,2.302,13.37,66.45,62.67,0
2024-01-03 14:40:00,77.94,4.333,17.68,81.77,62.83,0
2024-01-03 14:50:00,79.1,4.079,16.28,78.24,63.0,0
2024-01-03 15:00:00,87.04,4.031,14.14,73.2,63.17,0
2024-01-03 15:10:00,94.74,6.19,23.49,80.69,63.33,1
2024-01-03 15:20:00,59.55,1.945,16.11,64.76,63.5,0
2024-01-03 15:30:00,63.2,1.985,13.69,71.32,63.67,0
2024-01-03 15:40:00,57.03,1.692,11.17,58.72,63.83,0
2024-01-03 15:50:00,64.71,2.93,12.12,65.21,64.0,0
2024-01-03 16:00:00,71.13,4.044,15.0,83.89,64.17,0
2024-01-03 16:10:00,87.83,6.128,20.72,92.1,64.33,0
2024-01-03 16:20:00,81.96,7.828,17.11,73.94,64.5,0
2024-01-03 16:30:00,121.84,9.493,28.92,116.71,64.67,1
2024-01-03 16:40:00,113.92,5.751,23.72,89.91,64.83,1
2024-01-03 16:50:00,61.0,1.218,13.34,69.01,65.0,0
2024-01-03 17:00:00,62.51,1.837,8.31,61.69,65.17,0
2024-01-03 17:10:00,69.01,1.981,14.27,69.63,65.33,0
2024-01-03 17:20:00,57.61,2.223,14.24,67.96,65.5,0
2024-01-03 17:30:00,74.43,2.194,11.92,65.87,65.67,0
2024-01-03 17:40:00,72.02,1.486,12.89,63.37,65.83,0
2024-01-03 17:50:00,62.68,2.443,10.66,59.83,66.0,0
2024-01-03 18:00:00,58.68,2.195,11.7,72.9,66.17,0
2024-01-03 18:10:00,71.48,2.285,14.84,65.94,66.33,0
